reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
CA-0718,Duffey Lake Provincial Park,50.4076,-122.338,CO80tj,CA-BC,1,1,11,0,0
CA-0719,Elk Lakes Provincial Park,50.4755,-115.073,DO20ll,CA-BC,0,0,0,0,0
CA-0720,Entiako Provincial Park,53.2705,-125.692,CO73dg,CA-BC,0,0,0,0,0
CA-0721,Finger-Tatuk Provincial Park,53.4935,-124.215,CO73vl,CA-BC,1,1,16,0,0
CA-0722,Fraser River Provincial Park,53.4847,-122.738,CO83pl,CA-BC,0,0,0,0,0
CA-0723,Garibaldi Provincial Park,49.9167,-122.75,CN89pw,CA-BC,5,3,63,0,0
CA-0724,Goldstream Provincial Park,48.4848,-123.548,CN88fl,CA-BC,22,20,392,0,0
CA-0725,Graystokes Provincial Park,49.9747,-118.849,DN09nx,CA-BC,1,1,42,0,0
CA-0726,Height of the Rockies Provincial Park,50.497,-115.219,DO20jl,CA-BC,0,0,0,0,0
CA-0727,Hesquiat Peninsula Provincial Park,49.4138,-126.533,CN69rj,CA-BC,0,0,0,0,0
CA-0728,Kalamalka Lake Provincial Park,50.2041,-119.281,DO00ie,CA-BC,16,15,321,0,0
CA-0729,Kianuko Provincial Park,49.4501,-116.476,DN19sk,CA-BC,0,0,0,0,0
CA-0730,Lava Forks Provincial Park,56.425,-130.9,CO46nk,CA-BC,0,0,0,0,0
CA-0731,Monashee Provincial Park,50.5058,-118.247,DO00vm,CA-BC,0,0,0,0,0
CA-0732,Mount Pope Provincial Park,54.47,-124.315,CO74ul,CA-BC,0,0,0,0,0
CA-0733,Northern Rocky Mountains Provincial Park,57.9651,-124.203,CO77vx,CA-BC,0,0,0,0,0
CA-0734,Raft Cove Provincial Park,50.5846,-128.233,CO50vo,CA-BC,0,0,0,0,0
CA-0735,Rubyrock Lake Provincial Park,54.6582,-125.355,CO74hp,CA-BC,0,0,0,0,0
CA-0736,Skagit Valley Provincial Park,49.1024,-121.142,CN99kc,CA-BC,0,0,0,0,0
CA-0737,Spatsizi Plateau Wilderness Provincial Park,57.3902,-128.166,CO57wj,CA-BC,0,0,0,0,0
CA-0738,Strathcona-Westmin Provincial Park,49.5617,-125.586,CN79en,CA-BC,6,4,61,0,0
CA-0739,Swan Lake Kispiox River Provincial Park,55.8315,-128.79,CO55ot,CA-BC,0,0,0,0,0
CA-0740,Sydney Inlet Provincial Park,49.4786,-126.275,CN69ul,CA-BC,0,0,0,0,0
CA-0741,Tahsish-Kwois Provincial Park,50.1873,-127.162,CO60ke,CA-BC,0,0,0,0,0
CA-0742,Tatshenshini-Alsek Provincial Park,59.7073,-137.159,CO19kq,CA-BC,1,1,20,0,0
CA-0743,Ts'yl-os Provincial Park,51.1723,-124.016,CO71xe,CA-BC,0,0,0,0,0
CA-0744,Uncha Mountain Red Hills Provincial Park,53.9776,-125.551,CO73fx,CA-BC,0,0,0,0,0
CA-0745,Upper Lillooet Provincial Park,50.6667,-123.621,CO80eq,CA-BC,0,0,0,0,0
CA-0746,Vargas Island Provincial Park,49.1894,-126.026,CN69xe,CA-BC,0,0,0,0,0
CA-0747,Wapiti Lake Provincial Park,54.5376,-120.768,CO94om,CA-BC,0,0,0,0,0
CA-0748,West Twin Provincial Park,53.3947,-120.557,CO93rj,CA-BC,0,0,0,0,0
CA-0749,Woss Lake Provincial Park,50.0601,-126.636,CO60qb,CA-BC,0,0,0,0,0
CA-0750,Yahk Provincial Park,49.0798,-116.096,DN19wb,CA-BC,5,3,101,0,0
CA-0751,Blackstone Territorial Park,61.101,-122.881,CP81nc,CA-NT,2,2,21,0,0
CA-0752,Cameron Falls Trail Territorial Park,62.5203,-113.688,DP32dm,CA-NT,2,2,43,0,0
CA-0753,Chan Lake Territorial Park,61.9374,-116.497,DP11sw,CA-NT,2,2,47,0,0
CA-0754,Fort Simpson Territorial Park,61.8549,-121.343,CP91hu,CA-NT,1,1,110,0,0
CA-0755,Fred Henne Territorial Park,62.4717,-114.417,DP22sl,CA-NT,9,8,187,0,0
CA-0756,Hay River Territorial Park,60.8638,-115.747,DP20du,CA-NT,1,1,23,0,0
CA-0757,Hidden Lake Territorial Park,62.5316,-113.665,DP32em,CA-NT,0,0,0,0,0
CA-0758,Jak Territorial Park,68.3332,-133.655,CP38eh,CA-NT,2,2,29,0,0
CA-0759,Lady Evelyn Falls Territorial Park,60.9943,-117.266,DP10ix,CA-NT,1,1,30,0,0
CA-0760,Madeline Lake Territorial Park,62.5445,-114.084,DP22wn,CA-NT,2,1,21,0,0
CA-0761,Nitainlaii Territorial Park,67.3504,-134.859,CP27ni,CA-NT,2,2,67,0,0
CA-0762,Prelude Lake Territorial Park,62.5666,-113.981,DP32an,CA-NT,1,1,23,0,0
CA-0763,Queen Elizabeth Territorial Park,60.0235,-111.911,DP40ba,CA-NT,1,1,15,0,0
CA-0764,Reid Lake Territorial Park,62.4892,-113.468,DP32gl,CA-NT,1,1,31,0,0
CA-0765,Twin Falls Gorge Territorial Park,60.2214,-116.619,DP10qf,CA-NT,1,1,45,0,0
CA-0766,Baillie Settlement Natural Area,45.4033,-67.271,FN65ij,CA-NB,1,1,24,0,0
CA-0767,Bay du Vin Island Protected Area,47.0929,-65.1003,FN77kc,CA-NB,0,0,0,0,0
CA-0768,Blue Mountain Natural Area,47.0846,-67.2624,FN67ic,CA-NB,0,0,0,0,0
CA-0769,Canoose Flowage Natural Area,45.455,-67.425,FN65gk,CA-NB,0,0,0,0,0
CA-0770,Clark Point Natural Area,45.458,-67.425,FN65gk,CA-NB,0,0,0,0,0
CA-0771,De la République Provincial Park,47.44,-68.3959,FN57tk,CA-NB,20,19,662,0,0
CA-0772,East Branch Portage River Natural Area,47.2867,-65.6742,FN77dg,CA-NB,0,0,0,0,0
CA-0774,Freeze Lakes Natural Area,47.2367,-66.6646,FN67qf,CA-NB,0,0,0,0,0
CA-0775,Glenwood Park Provincial Historic Site,47.8509,-67.0062,FN67lu,CA-NB,1,1,13,0,0
CA-0776,North Head Park Recreation Park,44.7688,-66.743,FN64ps,CA-NB,4,3,185,0,0
CA-0777,Hopewell Rocks Provincial Park,45.818,-64.5782,FN75rt,CA-NB,21,19,1026,0,0
CA-0778,Ile-Aux-Foins (Hay Island) Recreation Park,47.2303,-65.0754,FN77lf,CA-NB,4,4,322,0,0
CA-0779,Jacquet River Gorge Natural Area,47.7661,-66.0098,FN67xs,CA-NB,2,2,71,0,0
CA-0780,Kennedy Lakes Natural Area,46.8404,-66.5057,FN66ru,CA-NB,0,0,0,0,0
CA-0781,Lake George Recreation Park,45.8119,-67.0678,FN65lt,CA-NB,1,1,53,0,0
CA-0782,Lakeside Recreation Park,45.898,-66.0197,FN65xv,CA-NB,3,3,181,0,0
CA-0783,MacNichol-Orser Conservation Easement Natural Area,45.339,-67.4192,FN65gi,CA-NB,0,0,0,0,0
CA-0784,Mactaquac Provincial Park,45.9552,-66.8976,FN65nw,CA-NB,14,12,863,0,0
CA-0785,Mary's Point Ramsar Site,45.7255,-64.6704,FN75pr,CA-NB,9,9,1021,0,0
CA-0786,Meredith Houseworth Memorial Seashore Natural Area,44.7705,-66.7562,FN64os,CA-NB,7,7,288,0,0
CA-0787,Middle Island Historic Site,47.0523,-65.452,FN77gb,CA-NB,5,5,681,0,0
CA-0788,Mount Carleton Provincial Park,47.4297,-66.9476,FN67mk,CA-NB,5,5,201,0,0
CA-0789,Murray Beach Provincial Park,46.1775,-63.979,FN86ae,CA-NB,15,15,1232,0,0
CA-0790,New River Beach Provincial Park,45.1364,-66.5294,FN65rd,CA-NB,36,35,2053,0,0
CA-0791,Oak Bay Recreation Park,45.226,-67.1926,FN65jf,CA-NB,5,5,201,0,0
CA-0792,Parlee Beach Provincial Park,46.2395,-64.5101,FN76rf,CA-NB,48,48,3261,0,0
CA-0793,Saint Croix Island National Historic Site,45.1341,-67.1107,FN65kd,CA-NB,28,26,920,0,0
CA-0794,Shea Lake Natural Area,46.854,-67.3585,FN66hu,CA-NB,0,0,0,0,0
CA-0795,Spednic Lake Recreation Park,45.6058,-67.4457,FN65go,CA-NB,2,2,153,0,0
CA-0796,Sugarloaf Provincial Park,47.9829,-66.6996,FN67px,CA-NB,15,13,1068,0,0
CA-0797,Tetagouche Falls Recreation Park,47.6171,-65.8245,FN77co,CA-NB,3,3,139,0,0
CA-0798,The Anchorage Provincial Park,44.6607,-66.8064,FN64op,CA-NB,16,14,356,0,0
CA-0799,Woolastook Recreation Park,45.8695,-66.912,FN65nu,CA-NB,4,4,261,0,0
CA-0800,Youghall Beach Recreation Park,47.6577,-65.6239,FN77ep,CA-NB,48,9,511,0,0
CA-0801,Arches Provincial Park,50.115,-57.6625,GO10ec,CA-NL,5,4,203,0,0
CA-0802,Barachois Pond Provincial Park,48.4747,-58.2544,GN08ul,CA-NL,6,5,177,0,0
CA-0803,Bellevue Beach Provincial Park Reserve,47.6359,-53.7807,GN37cp,CA-NL,0,0,0,0,0
CA-0804,Blow Me Down Provincial Park,49.0953,-58.35,GN09tc,CA-NL,15,8,202,0,0
CA-0805,Butter Pot Provincial Park,47.3902,-53.0583,GN37lj,CA-NL,4,4,80,0,0
CA-0806,Cataracts Provincial Park,47.241,-53.6229,GN37ef,CA-NL,0,0,0,0,0
CA-0807,Chance Cove Provincial Park,46.7716,-53.0267,GN36ls,CA-NL,3,2,62,0,0
CA-0808,Codroy Valley Provincial Park,47.8321,-59.3364,GN07ht,CA-NL,11,11,371,0,0
CA-0809,Dildo Run Provincial Park,49.5291,-54.7556,GN29om,CA-NL,14,13,488,0,0
CA-0810,Duley Lake Provincial Park Reserve,52.8956,-66.998,FO62mv,CA-NL,1,1,14,0,0
CA-0811,Dungeon Provincial Park,48.6668,-53.0842,GN38kq,CA-NL,8,8,315,0,0
CA-0812,Fitzgerald's Pond Provincial Park Reserve,47.3394,-53.7347,GN37di,CA-NL,0,0,0,0,0
CA-0813,Flatwater Pond Provincial Park Reserve,49.7593,-56.3066,GN19us,CA-NL,1,0,1,0,0
CA-0814,Frenchman's Cove Provincial Park,47.2084,-55.4045,GN27hf,CA-NL,1,1,14,0,0
CA-0815,Gooseberry Cove Provincial Park,47.0701,-54.0937,GN27wb,CA-NL,0,0,0,0,0
CA-0816,Jack's Pond Provincial Park Reserve,47.758,-53.962,GN37as,CA-NL,1,1,22,0,0
CA-0817,Jipujijkuei Kuespem Provincial Park Reserve,47.9258,-55.5798,GN27fw,CA-NL,0,0,0,0,0
CA-0818,Jonathan's Pond Provincial Park Reserve,49.052,-54.5837,GN29qb,CA-NL,3,3,188,0,0
CA-0819,J. T. Cheeseman Provincial Park,47.6321,-59.2567,GN07ip,CA-NL,10,9,297,0,0
CA-0820,La Manche Provincial Park,47.1793,-52.8893,GN37ne,CA-NL,11,11,392,0,0
CA-0821,Lockston Path Provincial Park,48.4319,-53.3676,GN38hk,CA-NL,7,7,326,0,0
CA-0822,Marine Drive Provincial Park Reserve,47.7383,-52.8058,GN37or,CA-NL,2,2,106,0,0
CA-0823,Mealy Mountains / Akami-uapishku-KakKasuak National Park Reserve,53.4,-59.3667,GO03hj,CA-NL,0,0,0,0,0
CA-0824,Notre Dame Provincial Park,49.1153,-55.0797,GN29lc,CA-NL,15,15,600,0,0
CA-0825,Pinware River Provincial Park,51.6324,-56.6989,GO11pp,CA-NL,5,4,183,0,0
CA-0826,Pistolet Bay Provincial Park,51.54,-55.6772,GO21dm,CA-NL,7,6,234,0,0
CA-0827,Sandbanks Provincial Park,47.6072,-57.6448,GN17eo,CA-NL,13,9,183,0,0
CA-0828,Sir Richard Squires Memorial Provincial Park,49.3593,-57.2051,GN19ji,CA-NL,3,3,51,0,0
CA-0829,West Brook Ecological Reserve,49.2632,-56.3455,GN19tg,CA-NL,0,0,0,0,0
CA-0830,Windmill Bight Provincial Park Reserve,49.2706,-53.57,GN39fg,CA-NL,2,2,124,0,0
CA-0831,Inuujarvik Territorial Park,64.317,-96.0506,EP14xh,CA-NU,0,0,0,0,0
CA-0832,Iqalugaarjuup Nunanga Territorial Park,62.898,-92.1723,EP32vv,CA-NU,0,0,0,0,0
CA-0833,Katannilik Territorial Park,63.2097,-69.968,FP53af,CA-NU,0,0,0,0,0
CA-0834,Kekerten Territorial Park,65.6987,-65.8146,FP75cq,CA-NU,0,0,0,0,0
CA-0835,Kugluk (Bloody Falls) Territorial Park,67.7487,-115.364,DP27hr,CA-NU,0,0,0,0,0
CA-0836,Mallikjuaq Island Territorial Park,64.2342,-76.6147,FP14qf,CA-NU,0,0,0,0,0
CA-0837,Ovayok Territorial Park,69.1786,-104.727,DP79pe,CA-NU,1,0,6,0,0
CA-0838,Pisuktinu Tunngavik Territorial Park,66.1444,-65.685,FP76dd,CA-NU,0,0,0,0,0
CA-0839,Qaummaarviit Territorial Park,63.725,-68.693,FP53pr,CA-NU,0,0,0,0,0
CA-0840,Sylvia Grinnell Territorial Park,63.7475,-68.5626,FP53rr,CA-NU,1,1,22,0,0
CA-0841,Agay Mene Territorial Park,60.1928,-133.679,CP30de,CA-YT,6,6,175,0,0
CA-0842,Asi Keyi Territorial Park,61.5144,-140.38,BP91tm,CA-YT,0,0,0,0,0
CA-0843,Coal River Springs Territorial Park,60.1586,-127.419,CP60gd,CA-YT,0,0,0,0,0
CA-0844,Five Finger Rapids Recreation Park,62.273,-136.343,CP12tg,CA-YT,2,2,25,0,0
CA-0845,Five Mile Lake Recreation Park,63.6522,-135.887,CP23bp,CA-YT,1,1,34,0,0
CA-0846,Herschel Island - Qikiqtaruk Territorial Park,69.5795,-139.076,CP09ln,CA-YT,0,0,0,0,0
CA-0847,Kusawa Territorial Park,60.3771,-136.113,CP10wj,CA-YT,0,0,0,0,0
CA-0848,Pickhandle Lake Recreation Park,61.921,-140.299,BP91uw,CA-YT,5,5,83,0,0
CA-0849,Tagish River Habitat Protection Area,60.302,-134.265,CP20uh,CA-YT,3,1,26,0,0
CA-0850,Tatchun Lake Recreation Park,62.299,-136.139,CP12wh,CA-YT,2,2,52,0,0
CA-0851,Argyle Shore Provincial Park,46.1726,-63.3853,FN86he,CA-PE,34,32,938,0,0
CA-0852,Basin Head Provincial Park,46.3794,-62.109,FN86wj,CA-PE,4,4,170,0,0
CA-0853,Belmont Provincial Park,46.516,-63.8316,FN86cm,CA-PE,12,11,332,0,0
CA-0854,Bloomfield Provincial Park,46.7451,-64.1786,FN76vr,CA-PE,8,8,368,0,0
CA-0855,Bonshaw Hills Provincial Park,46.1982,-63.3499,FN86he,CA-PE,9,8,211,0,0
CA-0856,Mark Arendz Provincial Park,46.2804,-63.4096,FN86hg,CA-PE,6,5,244,0,0
CA-0857,Brudenell River Provincial Park,46.2088,-62.6038,FN86qf,CA-PE,7,7,344,0,0
CA-0858,Cabot Beach Provincial Park,46.5575,-63.7052,FN86dn,CA-PE,29,27,1064,0,0
CA-0859,Cedar Dunes Provincial Park,46.6198,-64.3804,FN76to,CA-PE,11,11,898,0,0
CA-0860,Chelton Beach Provincial Park,46.3029,-63.7457,FN86dh,CA-PE,14,14,692,0,0
CA-0861,Green Park Provincial Park,46.5893,-63.8906,FN86bo,CA-PE,11,11,431,0,0
CA-0862,Jacques Cartier Provincial Park,46.8489,-64.0144,FN76xu,CA-PE,4,4,243,0,0
CA-0863,Kings Castle Provincial Park,46.0228,-62.562,FN86ra,CA-PE,3,3,316,0,0
CA-0865,Linkletter Provincial Park,46.3998,-63.8514,FN86bj,CA-PE,31,29,1283,0,0
CA-0869,Northumberland Provincial Park,45.9664,-62.7174,FN85px,CA-PE,7,6,287,0,0
CA-0870,Panmure Island Provincial Park,46.1196,-62.4679,FN86sc,CA-PE,7,7,826,0,0
CA-0874,Red Point Provincial Park,46.369,-62.1339,FN86wi,CA-PE,8,8,393,0,0
CA-0875,Sally's Beach Provincial Park,46.261,-62.3797,FN86tg,CA-PE,4,4,154,0,0
CA-0877,Strathgartney Provincial Park,46.2141,-63.336,FN86hf,CA-PE,6,6,210,0,0
CA-0878,Tea Hill Provincial Park,46.1983,-63.0639,FN86le,CA-PE,24,22,876,0,0
CA-0879,Union Corner Provincial Park,46.3877,-63.9948,FN86aj,CA-PE,11,10,459,0,0
CA-0880,Wood Islands Provincial Park,45.951,-62.7446,FN85pw,CA-PE,18,12,459,0,0
CA-0881,Annapolis Basin Look Off Provincial Park,44.6391,-65.7569,FN74cp,CA-NS,20,20,391,0,0
CA-0882,Balmoral Mills Provincial Park,45.645,-63.1944,FN85jp,CA-NS,5,5,225,0,0
CA-0883,Battery Provincial Park,45.6546,-60.8666,FN95np,CA-NS,31,25,1525,0,0
CA-0884,Bayfield Beach Provincial Park,45.6396,-61.759,FN95cp,CA-NS,5,5,261,0,0
CA-0885,Bayswater Beach Provincial Park,44.5025,-64.0677,FN74xm,CA-NS,14,14,476,0,0
CA-0886,Beaver Mountain Provincial Park,45.5644,-62.156,FN85wn,CA-NS,8,5,109,0,0
CA-0887,Bell Provincial Park,44.8755,-63.8167,FN84cv,CA-NS,8,8,334,0,0
CA-0888,Ben Eoin Provincial Park,45.9613,-60.4594,FN95sx,CA-NS,7,5,235,0,0
CA-0889,Black Duck Cove Provincial Park,45.2758,-61.0309,FN95lg,CA-NS,1,1,40,0,0
CA-0890,Blue Sea Beach Provincial Park,45.8056,-63.3005,FN85it,CA-NS,9,9,1174,0,0
CA-0892,Burnt Island Provincial Park,45.5832,-61.082,FN95ln,CA-NS,4,4,211,0,0
CA-0894,Caddell Rapids Lookoff Provincial Park,45.1984,-63.3904,FN85he,CA-NS,15,15,1399,0,0
CA-0895,Camerons Brook Provincial Park,44.3233,-64.9659,FN74mh,CA-NS,9,9,158,0,0
CA-0896,Card Lake Provincial Park,44.7181,-64.2708,FN74ur,CA-NS,6,6,224,0,0
CA-0897,Caribou and Munroes Island Provincial Park,45.7247,-62.6535,FN85qr,CA-NS,40,37,1650,0,0
CA-0898,Central Grove Provincial Park,44.3356,-66.2783,FN64ui,CA-NS,3,3,84,0,0
CA-0899,Chimney Corner Protected Area,46.3895,-61.1688,FN96jj,CA-NS,2,2,74,0,0
CA-0900,Clairmont Provincial Park,45.0094,-64.9125,FN75na,CA-NS,23,22,843,0,0
CA-0901,Clam Harbour Beach Provincial Park,44.7178,-62.8776,FN84nr,CA-NS,4,4,163,0,0
CA-0902,Cleveland Beach Provincial Park,44.6498,-63.9986,FN84ap,CA-NS,15,15,410,0,0
CA-0903,Cookville Provincial Park,44.4221,-64.552,FN74rk,CA-NS,13,13,275,0,0
CA-0904,Cottage Cove Provincial Park,44.9925,-65.1806,FN74jx,CA-NS,28,26,1325,0,0
CA-0905,Dalem Lake Provincial Park,46.2536,-60.4272,FN96sg,CA-NS,11,10,333,0,0
CA-0906,Dollar Lake Provincial Park,44.9302,-63.3222,FN84iw,CA-NS,7,7,182,0,0
CA-0908,East River Provincial Park,44.5885,-64.1722,FN74vo,CA-NS,12,10,340,0,0
CA-0910,Ellenwood Lake Provincial Park,43.9252,-65.9962,FN73aw,CA-NS,24,21,2107,0,0
CA-0911,Falls Lake Provincial Park,44.8398,-64.2399,FN74vu,CA-NS,7,7,313,0,0
CA-0912,Fancy Lake Provincial Park,44.3282,-64.5322,FN74rh,CA-NS,9,9,242,0,0
CA-0913,Fox Harbour Provincial Park,45.8356,-63.4347,FN85gu,CA-NS,8,7,805,0,0
CA-0914,Glenwood Provincial Park,43.7972,-65.8765,FN73bt,CA-NS,4,4,207,0,0
CA-0915,Green Hill Provincial Park,45.5826,-62.7933,FN85on,CA-NS,32,30,1036,0,0
CA-0916,Gulf Shore Provincial Park,45.8737,-63.6264,FN85eu,CA-NS,12,12,1113,0,0
CA-0917,Heather Beach Provincial Park,45.875,-63.7536,FN85cv,CA-NS,5,5,595,0,0
CA-0918,Indian Fields Provincial Park,44.0429,-65.4654,FN74gb,CA-NS,3,3,48,0,0
CA-0919,Joggins Fossil Cliffs World Heritage Site,45.6947,-64.4498,FN75sq,CA-NS,5,5,268,0,0
CA-0920,Lake Charlotte Provincial Park,44.777,-62.922,FN84ms,CA-NS,2,2,80,0,0
CA-0921,Lake George Provincial Park,44.9247,-64.6903,FN74pw,CA-NS,15,15,1057,0,0
CA-0922,Lake Midway Provincial Park,44.5295,-66.0413,FN64xm,CA-NS,9,9,347,0,0
CA-0923,Laurie Provincial Park,44.8835,-63.6038,FN84ev,CA-NS,53,52,3570,0,0
CA-0924,Lennox Passage Provincial Park,45.59,-61.0216,FN95lo,CA-NS,8,8,335,0,0
CA-0925,Lochiel Lake Provincial Park,45.3542,-62.0589,FN85xi,CA-NS,2,2,28,0,0
CA-0926,Londonderry Provincial Park,45.4764,-63.6069,FN85el,CA-NS,6,6,362,0,0
CA-0927,Long Lake Provincial Park,44.617,-63.635,FN84eo,CA-NS,11,11,400,0,0
CA-0928,Lumsden Pond Provincial Park,45.0236,-64.3987,FN75ta,CA-NS,9,9,202,0,0
CA-0929,MacCormack Beach Provincial Park,45.965,-60.81,FN95ox,CA-NS,4,3,61,0,0
CA-0930,Mickey Hill Provincial Park,44.6667,-65.4614,FN74gq,CA-NS,21,21,497,0,0
CA-0931,Mira River Provincial Park,46.0286,-60.0406,FN96xa,CA-NS,8,8,347,0,0
CA-0932,Musquodoboit Valley Provincial Park,45.0568,-63.1132,FN85kb,CA-NS,5,5,178,0,0
CA-0933,Point Michaud Beach Provincial Park,45.5927,-60.6806,FN95po,CA-NS,2,2,79,0,0
CA-0934,Port Hood Station Provincial Park,45.9997,-61.5345,FN95fx,CA-NS,5,5,182,0,0
CA-0935,Port L'Hebert Provincial Park,43.8744,-64.9634,FN73mu,CA-NS,6,6,231,0,0
CA-0936,Port Maitland Beach Provincial Park,43.9866,-66.1535,FN63wx,CA-NS,7,7,292,0,0
CA-0937,Port Shoreham Beach Provincial Park,45.4219,-61.3987,FN95hk,CA-NS,1,1,33,0,0
CA-0938,Porters Lake Provincial Park,44.6906,-63.2972,FN84iq,CA-NS,9,8,217,0,0
CA-0939,Powells Point Provincial Park,45.6498,-62.5672,FN85rp,CA-NS,9,8,313,0,0
CA-0940,Queensland Beach Provincial Park,44.6352,-64.0274,FN74xp,CA-NS,12,12,426,0,0
CA-0941,Rainbow Haven Beach Provincial Park,44.6487,-63.4187,FN84gp,CA-NS,10,10,339,0,0
CA-0942,Rissers Beach Provincial Park,44.2326,-64.424,FN74sf,CA-NS,15,11,360,0,0
CA-0943,Sable River Provincial Park,43.835,-65.0645,FN73lu,CA-NS,11,11,358,0,0
CA-0944,Salsman Provincial Park,45.2365,-61.7677,FN95cf,CA-NS,11,11,660,0,0
CA-0946,Savary Provincial Park,44.5122,-65.9062,FN74bm,CA-NS,8,8,480,0,0
CA-0947,Second Peninsula Provincial Park,44.405,-64.2944,FN74uj,CA-NS,13,10,278,0,0
CA-0948,Shinimicas Provincial Park,45.8719,-63.9097,FN85bu,CA-NS,7,7,408,0,0
CA-0949,Smileys Provincial Park,45.0141,-63.9642,FN85aa,CA-NS,9,9,1000,0,0
CA-0950,Smuggler's Cove Provincial Park,44.1707,-66.1819,FN64ve,CA-NS,6,6,218,0,0
CA-0951,St. Anns Provincial Park,46.2068,-60.6222,FN96qe,CA-NS,4,4,81,0,0
CA-0952,Tidnish Dock Provincial Park,45.9952,-64.0128,FN75xx,CA-NS,16,16,1067,0,0
CA-0953,Wentworth Provincial Park,45.6298,-63.5557,FN85fp,CA-NS,7,6,561,0,0
CA-0954,Whycocomagh Provincial Park,45.9667,-61.1049,FN95kx,CA-NS,13,11,566,0,0
CA-0955,William E. deGarthe Memorial Provincial Park,44.4939,-63.9142,FN84bl,CA-NS,12,12,265,0,0
CA-0956,Boisé de Marly Forest Reserve,46.754,-71.3328,FN46is,CA-QC,7,6,90,0,0
CA-0957,Boisé de Tequenonday Forest Reserve,46.7582,-71.2712,FN46is,CA-QC,7,7,148,0,0
CA-0958,Boisé des Compagnons-de-Cartier Forest Reserve,46.7599,-71.3301,FN46is,CA-QC,8,8,98,0,0
CA-0959,La Promenade Samuel-De Champlain Provincial Park,46.7563,-71.2713,FN46is,CA-QC,8,8,141,0,0
CA-0960,Morgan Arboretum Forest Reserve,45.424,-73.9379,FN35ak,CA-QC,5,5,177,0,0
CA-0961,Parc André-J.-Côté Regional Park,45.4001,-73.5304,FN35fj,CA-QC,54,48,1236,0,0
CA-0962,Parc Angrignon Regional Park,45.4446,-73.6027,FN35ek,CA-QC,193,185,6315,0,1
CA-0963,Parc Carré Royal (Royal Square) National Historic Site,46.044,-73.1151,FN36kb,CA-QC,12,12,276,0,0
CA-0964,Parc Cartier-Roberval Archeological Reserve,46.7481,-71.3387,FN46hr,CA-QC,40,40,1103,0,1
CA-0965,Parc Centenaire William Cosgrove Recreation Park,45.4876,-73.8204,FN35cl,CA-QC,8,8,338,0,0
CA-0966,Parc Centennial Hall / Memorial Recreation Park,45.4249,-73.8643,FN35bk,CA-QC,43,36,2631,0,0
CA-0967,Parc de l’Île-Lebel Regional Park,45.7368,-73.4456,FN35gr,CA-QC,1414,1411,40581,0,0
CA-0968,Parc de l'Île Melville Recreation Park,46.5256,-72.7617,FN36om,CA-QC,10,10,354,0,0
CA-0969,Parc de l'Île Saint-Quentin Regional Park,46.352,-72.5212,FN36ri,CA-QC,8,8,277,0,0
CA-0970,Parc de la Plage-Jacques-Cartier Regional Park,46.7505,-71.3143,FN46is,CA-QC,66,53,1144,0,0
CA-0971,Parc de la Pointe-aux-Pins Recreation Park,46.0479,-73.1274,FN36kb,CA-QC,10,10,249,0,0
CA-0972,Parc de la Rivière-des-Mille-Îles Wildlife Refuge,45.6079,-73.796,FN35co,CA-QC,40,39,660,0,0
CA-0973,Parc de la Rivière-du-Moulin Regional Park,48.3981,-71.0468,FN48lj,CA-QC,64,57,1103,0,0
CA-0974,Parc de la Source Recreation Park,45.7934,-74.044,FN25xt,CA-QC,6,5,111,0,0
CA-0975,Parc des Braves National Historic Site,46.8007,-71.2404,FN46jt,CA-QC,4,3,35,0,0
CA-0976,Parc des Eaux-Vives Recreation Park,45.8042,-74.0217,FN25xt,CA-QC,13,13,322,0,0
CA-0977,Parc des Montagnards du Mont-Shefford Nature Reserve,45.3576,-72.5999,FN35qi,CA-QC,12,12,436,0,0
CA-0978,Parc des Pionniers (Vercheres) Regional Park,45.7783,-73.357,FN35hs,CA-QC,17,17,620,0,0
CA-0979,Parc du Bassin Recreation Park,48.3197,-71.1297,FN48kh,CA-QC,6,6,150,0,0
CA-0980,Parc du Bois-de-Coulonge Regional Park,46.7897,-71.2452,FN46js,CA-QC,5,5,72,0,0
CA-0981,Parc du Domaine-Vert Regional Park,45.659,-73.9077,FN35bp,CA-QC,42,41,761,0,0
CA-0982,Parc du lac Claude Recreation Park,45.8042,-74.049,FN25xt,CA-QC,19,18,466,0,0
CA-0983,Parc du Mont-Fortin Recreation Park,48.4356,-71.2242,FN48jk,CA-QC,26,25,642,0,0
CA-0984,Parc du Mont-Jacob Recreation Park,48.4109,-71.2694,FN48ij,CA-QC,25,24,562,0,0
CA-0985,Parc ecologique Jean-Paul-Forand du Mont-Shefford Ecological Reserve,45.3587,-72.5733,FN35ri,CA-QC,8,8,182,0,0
CA-0986,Parc Frédéric-Back Regional Park,45.5623,-73.6379,FN35en,CA-QC,21,20,971,0,0
CA-0987,Parc Hermitage (Pointe-Claire) Recreation Park,45.465,-73.8384,FN35bl,CA-QC,5,5,102,0,0
CA-0988,Parc Historique de la Croix de Sainte-Anne Historic Site,48.4396,-71.083,FN48lk,CA-QC,26,23,462,0,0
CA-0989,Parc J.-C.-Wilson (secteur chutes Wilson) Recreation Park,45.8032,-74.0291,FN25xt,CA-QC,21,21,658,0,1
CA-0990,Parc Jarry Recreation Park,45.5359,-73.6329,FN35em,CA-QC,10,10,378,0,0
